bior1.1, 20.12812064515704, 129.5408425394476
bior1.3, 20.21712740015531, 128.37080996244157
bior1.5, 20.118740408158693, 131.5984941028906
bior2.2, 33.4648423260804, 6.055909902196166
bior2.4, 33.75178204224862, 5.676870946399839
bior2.6, 33.76607815264165, 5.660440530635008
bior2.8, 33.689642428333954, 5.762040716178181
bior3.1, 38.77889511851175, 1.7817953087360896
bior3.3, 39.991152670645086, 1.3491336565731578
bior3.5, 40.30434824313087, 1.2555914147093505
bior3.7, 40.44196089537698, 1.216536642067566
bior3.9, 40.5255636917692, 1.1934301382591626
bior4.4, 38.092868253904236, 2.089182277883408
bior5.5, 39.01250730071544, 1.6907082808162677
bior6.8, 40.46625562510451, 1.209829269043125
cgau1, 40.46625562510451, 1.209829269043125
cgau2, 40.46625562510451, 1.209829269043125
cgau3, 40.46625562510451, 1.209829269043125
cgau4, 40.46625562510451, 1.209829269043125
cgau5, 40.46625562510451, 1.209829269043125
cgau6, 40.46625562510451, 1.209829269043125
cgau7, 40.46625562510451, 1.209829269043125
cgau8, 40.46625562510451, 1.209829269043125
cmor, 40.46625562510451, 1.209829269043125
coif1, 29.258807416773944, 15.959195411186306
coif2, 37.00621384657863, 2.6834642160912052
coif3, 39.64532763191082, 1.4616045251166294
coif4, 40.264912287253466, 1.2672828241180754
coif5, 40.81693476327091, 1.1160322322119047
coif6, 41.13053479338804, 1.0382712257905655
coif7, 41.33801795249096, 0.9898547945879003
coif8, 41.412098116244856, 0.973115069165593
coif9, 41.690207436325686, 0.9127567559143127
coif10, 41.70795998663693, 0.9090352579198191
coif11, 41.72023230932871, 0.9064745338032619
coif12, 41.89956915811328, 0.8698023519382859
coif13, 41.9435373433124, 0.8610437800624984
coif14, 41.659261924890814, 0.9192892859530266
coif15, 41.93036467432865, 0.863681019488714
coif16, 42.074809717710544, 0.8354045679473108
coif17, 42.264378694624305, 0.7997285406305937
db1, 20.12812064515704, 129.5408425394476
db2, 29.087909149302543, 16.60035698666017
db3, 34.268088450454705, 5.040033390471533
db4, 36.89997771135002, 2.7499253181054937
db5, 38.84688715599686, 1.7565717523497042
